uniprot,gene_name
Q3TRH1,Eif3a
Q3UDN4,Cox10
Q3V057,Csf2rb
Q6ZQD6,Clock
Q70KX6,Ciz1
F8WI93,P2rx7
Q9R161,Zfp235
V9GX45,Rhox2c
H3BJT2,Igfbp4
H3BLM9,Cpsf6
Q32P07,Zfp600
Q32SD4,Musk
Q8CD51,Enpep
A6QL55,Mpl
Q3KP20,Tacr2
Q566J7,Igh
Q8CH64,Naip6
Q8VDK9,Fhip1b
K7N751,Gm3696
A0A0G2JEK9,Anp32e
A0A0G2JFS2,Atp6v0a2
A0A0G2JGH2,Cdk6
A0A0M3VGX7,Or5ac25
A0A2Z4SZD1,H2-K1
A0A338P6E0,Ephb3
A0A338P6N2,Ttc13
A0A338P7H4,Psmd2
A0A0J9YU67,Msi1
A0A0J9YU87,Slc10a4
A0A0J9YV49,Pdgfra
A0A0J9YV68,Rfc2
A0A0N4SUM2,Hnrnpa2b1
A0A0N4SV73,Phf14
A0A0R4J0V0,Cndp1
A0A140LIA3,Zfp28
A0A140LIB9,Tyr
A0A140LIH9,Btbd16
A0A1D5RMG5,Def8
A0A3B2WCB4,Vmac
A0A3B2WCG1,Ptx4
A0A3B2WCQ8,Smoc2
A0A3Q4EC56,Ccdc178
A0A3Q4EI17,Ntn3
A0A1Y7VJA2,Evl
A0A1Y7VJJ7,Numb
A0A1W2P6J4,Nt5c1b
A0A1W2P723,Reep3
A0A0A0MQA9,Lhx1
Q4FK16,Plscr1
A0A068WAZ7,Epb41
A0A075B5Z4,Trav1
A0A075B6C2,Trav13-4-dv7
A2AGI2,Nlgn3
D6RFP8,Dclre1b
E0CY94,Zfp346
E0CZE3,Wnk2
F7CJP6,Men1
O35198,Vmn2r89
Q8K2T3,Nrp2
Q8VDB3,Pax-6
Q9CT79,Zfp644
S4R1W5,Rbm6
B1AYB9,Gab3
B2RUA4,Kansl1l
B2RY18,Frmpd1
D6RIP2,Dgkz
Q05D50,Sfmbt1
Q69ZP6,Cd2bp2
Q8BLX5,Sirpb1a
A0A0A6YWD2,Ildr2
A2A9V7,Slc25a19
A2ADZ3,Txlna
A2AQ56,Tmem62
A2CF65,Clec10a
B1AS95,Zscan20
B1AVU3,Pbsn
B1AWP8,Espn
B1AXJ5,Lrp8
B7ZBV1,Chrna4
F6V664,Fggy
F6VYI2,Helq
F6WXH0,Anapc7
F6XZI3,Slx4
F7APE3,Pde9a
F7C312,Hsp90b1
Q5F2B6,Tnk1
A0A0A6YVY2,Exo1
A0A0B4J1L8,Cd101
A0A1B0GS63,Arfip2
A2AHD1,Ccn5
B1B0R4,Xlr4b
D3YXW9,Stra6
F7DEP7,Gm10337
Q5DU51,mKIAA0046
Q8BQY7,Nsrp1
Q8BWS4,Ranbp17
Q925L9,Pcdhb5f
Q9Z0Y6,Slit3
A2CEE5,Rps6ka6
E9Q2I1,Clcn3
F2Z488,Gria3
F2Z4A9,Smarca2
F6Q7H5,Srrd
F6QGW1,Mmp11
G8CZ82,4930503L19Rik
H7BX08,Camsap2
Q0VGI9,Gata5
Q3TQ93,Rab33b
Q4KL39,Dusp12
Q5DTX7,Epha8
Q69ZY2,Endod1
E9PV91,Adamts4
E9PWA3,Tnk2
E9PYX6,Sorbs1
E9Q030,Ablim1
E9Q093,Pfdn5
E9Q547,Or51h1
E9Q5I8,Ndrg1
E9Q6M7,Pum1
G3UXY6,Gypc
G3UZC2,Hoxb3
G3X9U2,Zfp446
Q3TN04,Polr2f
Q3TWE1,Lamp2
Q3TXI3,Cnppd1
Q3TZC1,D730003I15Rik
Q3UBV2,Ltf
Q3UFP7,Nrp1
Q3UQR6,Gm13033
Q3V109,Mroh8
A0A494B900,Pknox1
A0A494BAF5,Cst6
A0A494BBG3,Dpysl3
A0A494B9Q5,Cwf19l1
A0A5F8MQ10,Gm53012
A0A5F8MPX9,Cib3
A0A2I3BPS1,Gmfb
A0A2I3BQL0,Vmn1r67
A0A2I3BQV4,Sall2
B7ZNJ0,Adam17
B7ZNJ7,Tdrp
E9Q9Z8,Gm3173
G3UWY2,Map3k8
G3UY78,Lats2
G5E8V7,Chd4
Q3U9G2,Hspa5
Q3UB96,Usp47
Q3UG34,Fxn
Q3UPQ5,Zfp160
Q3UTB8,Grpel1
Q3UUP6,Has1
Q3UWM1,Selp
Q3V2V4,Nod2
Q3V340,Adap2
Q6R5G8,Gm11426
B2RQY2,Hsf4
Q3TAB3,Mtdh
Q3TLM9,Ppp4r1
Q3U0M2,Abat
Q8VDS0,Pds5a
Q9CTZ9,Ttc1
A8DUP3,Hbbt1
B2RW20,Strip2
E3VQ38,cytb
Q8C6P4,Wnt16
Q9QZ38,Hspa8
A0A087WS04,Ktn1
A8Y5C3,Pdlim4
F6SJZ7,Gls2
Q60915,Zfp65
Q8BS14,Pik3cd
Q8BVR2,Ifitm7
Q8CHZ7,C2cd2
A0A087WQ77,Ndufs1
A0A087WQX1,Cep70
A0A087WR37,Dnajb2
A2ARW3,Gm14444
D3YTM3,Olfm3
D3YUQ9,Eef1d
D3YVQ6,Rab17
D3YW28,Eri2
D3Z0E7,Rbsn
D3Z3Y1,Pigg
E9QK04,Neo1
Q60905,Zfp69
Q80Y82,Zmynd8
Q8BSD9,Klhl8
Q8BUL3,Fgl1
Q8C4A7,Tmem44
Q8CHH8,Rb1cc1
Q8R318,Akr1b10
Q8VDB7,Pax-6
Q99M60,Ap4s1
Q9EQ66,ASPH
Q9EQG1,M72
V9GX95,Klf13
D3YVP9,Gstm6
D3YYZ0,Cyp3a57
F8WH78,Tnfrsf23
Q3UE86,Ganab
Q6P6K7,Serpinb6c
A0A068BGR9,Ndufa7
E9QJT2,Naf1
A0A571BEM7,Kcnab2
A0A2R8VH96,Marf1
A0A2R8VJY6,Cyp2d12
A0A2R8VKH6,Phf20l1
Q8C2L5,Ctsc
S4R188,Cep112
S4R287,Washc3
A6H6E1,Espl1
C0KJU9,Neu2
Q62305,Ppp2r5d
Q6PG76,Bgn
Q8C140,Slc25a13
Q8C9A0,Grik1
Q8K5D8,ppp2r5d
A0A0E4HEY7,Katnal2
A0A0G2JE42,Ppp1cc
A0A0G2JEG4,Iglj4
A0A0G2JFU3,Hip1r
A0A2Z4SXS8,H2-K1
A0A338P7G1,Ahsg
A0A0J9YU52,Msantd1
A0A0J9YUL4,Pramel56
A0A0J9YVA4,D6Wsu163e
D3Z113,Rbm47
S4R166,Slc30a3
A0A0M6L0X0,Prl8a6
A0A0N4SV07,Asb3
A0A0N4SVY4,Galntl6
A0A0N4SW48,Sinhcaf
A0A0R4J0Q7,Lingo4
A0A0R4J0W6,Lrrc40
A0A1D5RLR7,Mau2
E0CZ86,Edn3
E9QL08,Tacc2
F7CKP4,Ect2l
O08927,cea12
Q59IW8,Abi3bp
Q8K3L2,Prdm15
Q9CRR3,Dusp19
Q9CYI2,Epha1
A0A0A6YWK5,Ighv1-31
A2A5M9,Stk4
A2AER4,Slc35a2
A2AUM2,Eif2ak4
B0R0E7,Ppip5k1
B1AUF8,Pik3r3
D6RH71,Irf1
D6RIL5,Cmpk1
D6RJ29,Stx4a
D6RJ36,Nde1
A0A0A6YXD9,Coq8a
A0A0A6YY15,Tdrd9
A0A1B0GRE4,Aga
A0A1B0GSC9,Trak1
A0A1B0GSM2,Or13a28
A0A1B0GT95,Ssbp4
B0R043,Rbm18
B1AXJ6,Lrp8
F6VN87,Tmem39a
F6X2K7,Atxn7l1
F7ATT9,Prkrip1
F7CTA8,Ppt1
F7D926,Wfs1
Q5QNR4,Ankrd48
A0A0A0MQH7,Slc16a5
A0A0A0MQK9,Lhx2
A0A1B0GRW8,Tll1
D3Z1P8,Potefam3e
E9QPR6,Tmprss13
A0A3B2W7W5,Zfp523
A0A3B2WCW8,Klhdc3
A0A3B2W7H5,Zfp820
A0A3Q4EGH7,Crim1
A0A1L1SS37,Tacc2
A0A1L1SU19,Ilf3
A0A1L1SU37,Pkm
A0A1L1SVD8,Cwc15
F6TRQ3,Slc30a1
Q5RJB9,Ppp4r3b
B1AS47,Casz1
E0CXL8,Uqcc1
E0CXY9,Avpi1
E9PXJ4,Zfp712
E9Q623,BC051665
E9Q993,Bmal2
F6PZI9,Ankrd24
G3UYJ8,Rnf39
Q3TFC0,Mov10
Q3U2H2,Tnfsf13b
Q3U2S1,Gsdme
Q3UD69,Kat2a
Q3UK06,Cyp4f16
Q3UMG1,Ly75
Q3V3U5,Pias2
Q9QX52,Pex14
A2AVQ6,Ttc22
E9PVU4,Gstt4
E9PY51,Trappc8
E9Q4N6,Arid1b
E9Q7K0,Oxnad1
E9Q959,Rnf38
E9Q9Y0,Prss40
G3UXP5,Uggt2
G3UY26,Cyb5r4
G3UYN5,Itga8
Q3TMW4,Map2k1
Q3UH92,Pafah1b1
Q3UJA8,P4hb
Q3UR05,5930403L14Rik
Q3URG8,Adora1
Q3UZC5,Trp53bp2
Q3V3X1,Pls1
B9EJ18,Bmp5
G3UW80,Rsl24d1
G5E896,Edc4
Q3T9Y3,Alox12
Q3TAK4,Supt20
Q3TBD8,Rhobtb2
Q3TDI8,Cd244a
Q3TGH1,Nnt
Q3TPX7,Top1
Q3TSE2,C2cd5
Q3U1X5,Hmg20b
Q3UB98,Lpl
Q99JL6,Rpl10a
B0QZP6,Tmc8
Q1LZL9,Jarid2
E5RKF9,Stab2
Q2M2N3,Klra18
Q8BZJ0,Ogfrl1
A0A087WPF6,Rec114
A0A087WQM4,Dop1a
A0A087WR15,Mrgprb1
A0A087WSM9,Nav1
A0A0A6YVP6,Stam
D6RCH4,Rgs14
D6RJK9,Tmem50b
Q497Z4,Rhpn2
Q80UB2,Ghsr
Q8BKM7,Erc2
Q8BSP4,Six1
Q8BV81,Agap3
Q8BVE2,Depdc5
Q8CA92,Hfm1
Q8CDZ5,Nup133
Q8CED1,Ccdc134
Q8K2I5,Cltc
A2KTK9,IGHVDJ
A3KPP7,Or5t15
B0EVI6,Cnnm1
D3YXX2,Rrm2b
D3YXX7,Ankrd24
D3YYG1,Plaat3
D3YYQ6,Afap1l2
D3Z039,Tnip2
D3Z1F1,Pprc1
D3Z1J9,Lrriq1
D3Z2Z8,Ncald
D3Z741,Semp2l2b
D3Z7M1,Zfp467
Q0PD48,Rab9
Q0PD65,Rab2a
Q2VPC9,Prkag1
Q6IS34,Fcgbp
Q6PHM3,Adgra1
Q8C0C6,Akap9
Q8C4B5,Itsn1
Q9D181,Lsm4
I6L995,Tradd
A0A1W2P7K4,Fam228b
A0A1W7GYY4,Esr1
A0A1Y7VJN8,Cast
A0A1Y7VK25,Kidins220
A0A1W2P7F1,C1s2
A0A1C9ZQ14,Cd300lf
A0A1D5RLH2,Cngb1
A0A1D5RM23,Nudt21
A0A1L1SQ28,Qtrt1
A0A1L1SQA2,Pam16l
A0A1L1SRH2,Ubap1l
A0A1L1SRS7,Thy1
A0A1L1STL9,Gm49661
A0A1L1SVA8,Tln2
A0A0A6YWM1,Uqcrc1
A2BHP5,Lmo2
A8Y5M9,Ccdc163
B1ASM0,Ttll10
B7ZCA6,Notum
B8JK84,Amotl2
F6ZP09,Tbx1
F6ZQZ7,Ccdc192
J3QP84,Kcnma1
Q5SUF8,Cacna1g
Q5SUF9,Cacna1g
A0A1B0GRX2,Tsg101
A0A1B0GT50,Il18bp
A0A1B0GT52,Zfp703
A2AQ34,Usp20
D3Z091,Pik3c2b
E0CXG5,Rsu1
Q32ME8,Tlr11
Q3TCJ0,Il18r1
Q7TSG0,1700065D16Rik
A2AIM5,Tpm2
A2BDY3,Foxd3
B7ZCA7,Kazn
B9EIV8,Slc12a7
B9EKX8,Ell2
E0CXA5,Ces2b
E0CXG2,Gulp1
E9PZ77,Ccdc24
E9Q2Z0,Neu2
E9Q593,Cyp2b23
G3UWR5,Dap3
G3UXJ8,Acot8
G3UXU2,Csnk2b
G3UZS5,Hoxd3
G3X9W7,Runx1
H7BX14,Tsen34
Q3T9A1,Ehd1
Q3UCW2,Hif1a
Q3UFQ0,Ext2
Q3UYX4,Evi5
A0A087WR33,Grin2b
A0A0A6YVQ0,Ciz1
A2VCP6,Nr4a3
B9EKH8,Or9q1
E9PXL2,Sema3c
E9PZM9,Hrh3
E9Q2G1,Anp32e
E9Q3I1,Crygf
G3UXI2,Tmem127
G3UY75,Ptprd
G3V023,Nrg3
G3X957,Ppfibp2
G3XA46,Renbp
Q3TN35,Sgta
Q3UEJ8,Pipox
Q3UEM8,Hspa5
Q3UJN1,Mcm2
Q3ULI7,Cfap44
Q3ULS2,Smc2
Q3USI1,Pcdh7
Q3V381,Plekhg1
Q3SYK5,Abl1
Q3TE26,Parp16
Q3ZB72,Aire
Q8R4B1,Dscaml1
B2RWR3,Ccdc73
Q62037,Pde6b
V9GXX2,Mlip
A0A087WPQ2,Cdc73
A0A087WRE7,Adhfe1
A0A0A0MQE2,Mbtps2
A5J0L5,Il21
B0R015,Ddrgk1
E2D866,Apobec
E3VX17,XPR1
F6RRH9,Dnm1
Q3UPV3,E130208F15Rik
Q3UXU1,Hspa8
Q8BTA6,2610301H18Rik
Q8BUM1,Tardbp
Q8C124,Magi3
Q8C9M4,Gm5111
A0A087WPC5,Hdlbp
A0A087WSK7,Gm28778
Q5XKB2,Tep1
Q80ZR6,Pmch
Q8BQZ0,Grik1
Q8BWI9,Tecrl
A0A1W2P896,Epb41l2
A0A1Y7VGS2,Dab2
A0A1Y7VLF3,Tshr
A0A1W2P713,Adora2a
A0A1W2P8A2,Crybg2
A0A1W2P8D5,Krtap10-35
A0A1Z1GHX4,Rexo5
A0A087WNW0,Nop58
A0A0A6YY02,Ifrd2
D3YTR2,Reep6
D3YUD9,Lrrc49
D3YW14,Myl2
D3YZA6,Ttc3
D3YZJ7,Arap1
D3Z030,Carmil1
D3Z036,Cops3
D3Z3W9,Pira2
D3Z4B5,Fam210a
D3Z4U0,Zranb2
D3Z762,Cyp2s1
Q3TPQ9,Ube3a
Q6KAM3,mFLJ00381
Q6P065,Card9
Q6P7U3,Cyp2d9
Q8R470,Or2z2
Q99KA9,Rnf43
V9GX97,Zfp280d
D3Z0V1,Mro
D3Z2S7,Yipf1
Q3UMF4,Ankrd11
H3BLC1,Wdr3
W8W3J7,Mgrg3
Q75NA2,Mc1r
Q78E06,Eif2ak2
Q8CE84,Itga11
C0LL94,Nphs2
Q0IJ79,Ifna9
Q14B12,Klra21
Q31129,H2-T24
S4R1Y4,Arhgef40
A0A0U1RPX0,Exosc5
A0A0G2JE72,0610040J01Rik
A0A0G2JEM1,Zfp655
A0A0G2JFF2,Fbrsl1
A0A0G2JFV2,Lrrc2
A0A0G2JG65,Srrt
A0A2I3BPZ3,Klf10
A0A286YDB3,Tbc1d5
A0A2C9F2C1,Syt7
A0A286YCU6,Skic3
A0A286YCY2,Kif20b
A0A286YCY9,Tut7
A0A286YDL3,2310034G01Rik
A0A0R4J1N9,Tfam
A0A0J9YU11,Gtf2ird1
A0A0N4SW83,Or6c212
A0A0R4J0Q9,Cog7
A0AAR0T8E0,Cfap144
Q8VI87,Gata4
Q9CT73,Wwp2
D6RET4,Rufy2
E0CZ48,Cep63
Q6ZQ26,Scfd1
Q8CA60,Vrk1
Q8R053,Efcab14
Q9D3K3,Nf2
Q9D8A4,Mospd4
V9GXV6,Dmtf1
Z4YLU2,Cptp
A0A0A6YVX4,Cdc123
A0A0A6YWX9,Dalrd3
A0A0B4J1G3,H2-K1
A0A0B4J1G7,Trbv1
B1ASN7,Efcab3
D6RG93,Ttll9
F6RV41,Mtmr14
F6VKC7,Zfp988
F6ZFC5,Abcb8
F7BG11,Ica1
F7BZQ2,Zfp606
A0A1B0GR88,Bbc3
A0A1B0GT98,Adam18
A2A821,Azin2
A2ADE9,Fblim1
A2ALS3,Rap1gap
A9C433,St6gal2
B1AT92,Grb2
E9Q7C5,Or52a5b
F6XSD0,Tlk2
F7AIF3,Mast4
F7BGR7,Gm21992
F7BUZ0,Upk3bl
F7CAT1,Fkbp4
Q5NCJ1,Rapgef6
Q64497,Ptprb
Q921J9,Rabggta
B1AWN9,Tnfrsf25
E0CX38,Ttc39b
E0CXP9,Smdt1
E0CY03,Selenop
F6QLU8,Sh3bgr
F6SMP3,Pip5k1c
H9KV12,Lrwd1
O35202,Vmn2r37
Q58ES7,Sptan1
Q6PJ91,Gstm7
E9PV13,Eps8l1
E9Q6K7,Naa35
E9Q8J5,Spata31e5
G3UZR0,Ddah2
Q3UC10,Mcm6
Q3UL02,Gspt1
Q3V3C6,Skap1
A0A2I3BPU4,Ntaq1
A0A1D5RLX3,Mvd
A0A1L1SRW7,Acy1
A0A1L1SST3,Clk3
A0A1L1SUC9,Or8k35
E9Q7L2,Pbrm1
G3UYH2,Psmd11
Q3TXQ1,Tmpo
Q3U7G3,Capza2
Q3UY76,Ahcyl2
A0A0A6YVR5,Ip6k1
Q3THP3,Tbk1
Q3U3C2,Npc2
Q3U3L3,Serpinb6a
Q3U926,Ptpmt1
Q3UK60,Atp6v0c
Q3UPR2,Oxtr
Q3UQ39,Adgrl2
Q3UQC2,Rapgef3
Q3UTL6,Mib1
Q3UY10,Kcnq2
G5E882,Klrb1a
G5E8V6,4930503B20Rik
Q3TAY6,Atp7a
Q3TW01,Rab32
Q3U0W9,Sox7
Q3V1Z7,Ddx1
Q5RJY3,AU018091
V9GXI0,Snapin
V9GXJ2,Gm28036
A8C1S6,Atraid
F1DGF6,Prkcd
J3JS86,Cep112
A2AIR0,Rnf20
A2ANP2,Fam219a
F6RDM4,Gls
F6RWM8,Itgav
I3QI32,Aim2
Q3U0L5,Plk3
Q3UXA4,Ccdc65
Q5SX49,Pfn1
Q7TQK9,Arhgef11
Q8C1L4,Prss8
Q9CS14,Chm
Q9JHD3,Nfatc1
A0A087WNZ4,Cfap126
A0A087WPX1,Acy1
A0A087WRM8,Relch
A0A087WRT0,Atg4b
A0A087WRT3,Dhx9
A5HLW1,Pcf11
D3YVM6,Sema4a
D3YWD3,Tmem245
D3Z2H4,Faf2
D3Z2Z9,Mfsd10
H3BJ75,Dctn5
O88557,T2
Q8BN81,Cdk14
Q8CDT3,Iqgap1
Q8CHF1,mKIAA0531
Q9CSF9,Rsl1d1
A0A075B650,Trav15-2-dv6-2
A0A0A6YWJ9,Astn1
D3YTS4,Lamtor2
D3YTT5,Efna1
D3YXC9,Rtkn
D3YYH2,Ttc8
D3Z2M8,Kxd1
D3Z5P6,Mical1
D3Z7L4,Clk2
D3Z7U6,Capn9
K4DI77,Wdr81
Q0PM14,Tlr6
Q2YDW0,Immt
Q5SPA9,Ptprd
Q6J4Q0,Klf13
V9GX73,Il6st
A3KPB8,Il11
Q6ZPS0,Rrbp1
H3BJY2,Asap1
M0QWG7,Slc35a5
A0A2R8VHI0,Zc3h7b
A0A2Z4SWX7,H2-Ab1
A0A338P6B3,Vmn2r93
A0A2Z4T2S5,H2-K1
A0A338P6G5,Gmnc
A0A1W2P6F8,Nrcam
A0A1W2P6M6,Gen1
A0A1Y7VLM9,Tnk2
H3BK45,Cbx7
H3BLD3,Evi5l
Q766H1,CNR
Q76N02,Itk
A1L3D0,Mmp10
H3BK87,Fbxw10
Q8CFT9,Plagl2
Q9DA24,Gsdmcl1
S4R1G5,Anks1b
A0PJ97,Srp72
A0PJG9,Rbbp6
Q14BW6,Dnase1
Q3UUE0,Ahnak2
Q545L9,Pcmt1
Q8C7L1,Capn3
A0A0U1RNL1,Maz
A0A0U1RPM2,Fes
A0A0U1RPQ2,Rlbp1
Q9ESU1,Smarcb1
A0A0G2JDA9,Adgrg5
A0A0G2JEI3,Dnajb6
A0A0G2JFU7,Sbno1
A0A0G2JFY9,Spata1
A0A3B2W7X0,Adgre1
A0A3Q4EGP3,Rps18
A0A286YCF3,Acsl5
A0A286YDD8,Dapk1
A0A286YDE1,Rgs12
A0A286YDF0,Gm49391
A0A126GWW7,Olfr823
A0A0J9YUD4,Zfp433
A0A0J9YV25,Tmem248
A0A0J9YVH3,AU041133
A0A0J9YVJ0,Mgam
A0A0N4SW41,Il17re
A0A0X1KG63,Aqp11
A0A1D5RLE1,Adamts18
A0A1D5RLK3,Atp11b
E0CYF8,Xab2
E9QKA2,Esrrb
Q496U2,H2-Ob
Q4FJX7,Tinagl1
Q922B5,Yju2b
Q9CXC0,Slc15a2
Q9D5K6,Chd1
Q9D5M3,Morn1
Q9D8H5,Prss32
A2A5F6,Rab5c
A2AWE5,Crat
B2CQD6,Fbln1
D6RG41,Fggy
D6RH78,Sult5a1
Q05C24,Evi5
A2AHX2,Lrsam1
F6UPY1,Tent4b
A0A2R8VI01,Ubn1
A0A2R8VI67,Lima1
A0A2R8W6V9,Septin3
A0A2R8W744,Aco2
A0A1L1SS63,Vps13c
A0A1L1SSY2,Col28a1
A0A1W2P6L4,Utrn
A0A1Y7VL25,Adat3
A0A1Y7VNX5,Lrrc9
F6VAP9,Zcwpw1
F6WKB0,Marchf10
A0A1B0GRB0,Clcn4
A0A1B0GRT7,Dcaf15
A0A1B0GS31,Ankrd37
A0A1B0GSK4,Arap1
A2AH29,Nudt9
A6H6I6,Or51ab3
A8Y5M8,Ccdc163
B1AVF5,Mid2
B7ZCT4,Galk2
D3YVB2,Lrrc51
E9QPY6,Msh3
F2Z3Y6,Chodl
F6V2H5,Vil1
F6XX22,Med24
F6Y0S3,Rims1
F6YK91,Ankrd65
F7DFN7,Sp140
J3QNE4,Ccdc180
Q3UY61,Kif1b
Q62242,Scn2a
Q8CEK1,B930094E09Rik
A2AAN3,Exoc7
A5A4Z0,Ppp1r11
B1AU23,Fgf13
D3Z643,Ankrd50
D3Z671,Vwa5a
F2Z429,Tdrd6
F6S4B9,Kat7
F6S7B0,Atp4a
H8ZX70,Sry
Q3UBF0,Psmc4
Q3UM80,Wdr46
Q3UYY0,Cryz
Q5DTI2,Atp2a2
A0A087WS94,Marco
E9PUJ1,Aasdh
E9PWW2,Tor1aip1
E9PWY6,Gcat
E9PZ63,Gm6871
E9Q0G7,Vmn2r83
E9Q334,Tnnt1
E9Q6G0,Mast4
E9Q6K1,Ercc2
E9Q8M9,Rgl1
E9QAF9,Tanc1
G3UVT9,Cd209f
G3UZD6,Ube4b
Q3TTS7,Kif3a
Q3TYN8,Rap1gds1
Q3UEI4,Pklr
Q3UGV7,Ubxn7
Q3UKV4,Dpf2
Q3USU5,Slc1a2
Q3UUF0,Faah
Q3UYD1,Golga4
Q3V215,Zmiz1
Q5F2E4,Alox12e
E9Q1U2,Synpo2
Q3TDJ9,Phf12
Q3TFM8,H6pd
Q3TRC7,Gabra4
Q3TWV0,Vim
Q3U3W0,Csf1r
Q3URM8,Nav3
Q8C0V2,Ttll8
B0R017,Pierce1
F6TGK4,Ms4a6b
F6TGL6,Col22a1
Q7TS21,Olfr257
Q8BX36,Rpp38
A0A087WQ16,Msh3
A0A087WR39,Atf7ip
A0A087WRJ2,Abhd14b
A0A087WRK2,Kansl3
A0A087WSH9,Mndal
A0A0A0MQF4,Mcmdc2
F6RPD4,Phax
H3BJL1,Arhgap18
Q8BMZ3,Tafazzin
Q8BZK2,Sidt1
Q8BZP1,Htr1a
Q8C2F9,Igf2r
Q9CRT0,Tubb3
Q9CVI9,Ccpg1
Q9CW04,Nkx2-4
Q9CXP6,Tm7sf2
Q9Z1V1,Or4c58
A0A087WSK4,Tfdp2
D3YXZ0,Cnot6l
D3YYF3,Aldh2
Q5R1H5,TRAV10D
Q6KAN3,mFLJ00307
A0A494BAW7,Ik
A0A494BBF2,Cpt1a
A0A2Z4SX15,H2-Eb1
A0A2Z4SYM9,H2-Ab1
A0A1W2P859,Kif5a
A0A1X7SB79,Izumo4
A4FUU3,Jmjd6
D3YUI3,Pzp
D3YYD4,Stag1
D3YZZ4,Tsc22d4
D3Z0Y4,Ablim2
D3Z142,Foxp2
D3Z192,Fgf1
D3Z1J2,Ccdc112
D3Z365,Hk1
D3Z7C0,Mrpl40
D3Z7G0,Ugt1a10
F8WHM0,Cd48
Q14BV9,Gpr55
Q3UWN3,Senp8
Q6ZQ84,mKIAA0617
Q6ZQB8,Zscan12
M0QWN6,Slc9c1
H3BJD7,Lmx1b
Q0VDW9,Abcg1
Q31167,H2-D1
Q571E0,Wtap
Q80UF6,Adam19
S4R2B4,St7l
S4R2B8,H2-T3
S4R2M7,Pgk1
A0A0G2JGY6,Supt20
K7N747,Vmn2r109
Q8BQI9,Stil
A0A0U1RNM8,Doc2a
C0LQ88,Sync
Q8BW39,Zfp324
A0A0G2JGM4,Elp6
A0A3B2WD23,Vmn2r58
A0A3B2W4C6,Zfp523
A0A3B2WBL9,Cdc42ep3
A0A3Q4EGK1,Gm50092
A0A286YCY6,Tsbp1
A0A286YD67,Cep15
A0A286YCX4,Mipep
A0A286YD06,Pcgf5
A0A286YDV5,Myof
A0A0R4J190,Bst1
A0A0J9YUZ7,Spon2
A0A0J9YV73,Usp30
A0A0N4SVB1,Slc25a26
A0A0U1RPH2,Arhgef1
A0A0R4J1T7,Ccn4
A0A140LHE2,Smarca2
A0A140LHF8,Arhgef18
A0A140LHH6,Dnajb13
A0A140LHS7,Or5bb10
A0A140LJ46,Myo16
A0A140T8M0,Igkv1-117
A0A668KLD8,Gm15433
A0A7U3JW51,Fgf18
A0A2I3BRQ0,Or10ak9
A0A2I3BRU0,Ttc5
A0A494B9K8,Grk5
A0A494B9U4,Rce1
A0A494BAS0,Capn1
A0A1D5RLV2,Gins3
A0A1L1SQW1,Lrrfip2
A0A1L1STW7,Or10u4
A0A1U9W1A2,Klrb1b
A0A668KLE1,Lrrfip2
A0A494BAY0,Vps37c
A0A4E9FT70,IGHG3
A0A571BD84,Asb18
A0A571BG24,Limch1
A0A2R8VHG0,Espl1
A0A2R8VI92,Pcbp2
A0A2Z4SX16,H2-Eb1
A0A2Z4SX67,H2-D1
A0A338P6N7,Klhl24
A0A338P6R5,Scaf8
A0A338P723,Crybg3
A0A1W2P7B6,Gatd3a
A0A1W2P7L6,Ros1
A0A8I4P2L4,Zfp654
A0A3B2W7D2,Vmn2r73
A0A3B2W7H0,Tcp11
A0A3B2W7T8,Stk38
A0A286YDT6,Btrc
A0A286YCE4,Nedd9
A0A286YCS0,Thoc7
A2AG49,Maged2
D6RE42,Ccdc63
D6RJ45,Mfsd12
F6VF36,Srpra
F8VQ87,Xrn1
Q05DU8,Rrm1
Q6ZZB0,H2Aa
A0A1B0GRC2,Stx3
A0A1B0GRC9,Flt3l
A2AHD2,Kcnk15
A6X940,Fermt2
B1AW94,Pacsin3
D3Z0J7,Cdh7
F6TUD4,Cntrob
F6V7K3,Npepps
F6VMK9,Dlg5
F6WZX5,Gpn3
F6YT69,Reps1
J3QMC5,Mdn1
Q544E3,Pip4k2a
Q8C2A9,Hsp90aa1
A0A077S1H9,Spaca5
A0A0B4J1N0,Ighv1-76
A0A1B0GRY2,Scaf1
A2APS4,Scp2
D3YVI2,Unc45a
F6SBE4,Phf24
F6SMY7,Mycbp2
H7BWZ3,Arpc3
H7BX91,Aig1
L7N232,Zfp955b
Q5DTG8,Zfp655
Q6TCI0,Plg
Q9JIQ2,Klra12
E9PUF4,Rbm26
E9PX09,Carns1
E9PXU1,Ints6l
E9Q4A3,Slpi
E9Q648,Vps53
E9Q8A5,Pms1
E9Q8C1,Sgk1
E9Q8Y9,Lrrtm4
E9QAB2,Timp3
E9QAI0,Parpbp
G3DRA8,Msx2
G3UXQ7,Rab2b
G3UYT0,Ube2g2
G3X8U9,Mapk8
G3X9Q6,Larp4
Q3TTW1,Cdc27
Q3TYI8,Sptan1
Q3UL39,Tnpo3
Q3UW71,Ston1
Q3V1I1,4731419I09Rik
Q3V437,Zmynd8
V9GXA5,Trps1
A0A087WQJ2,Prkn
A0A087WS39,Prss40
E9PUZ3,U2af1l4
E9Q1F6,Tnn
E9Q2C4,Inpp4b
E9Q395,Cd1d1
E9Q3Y3,Gm14296
